timestamp,time_offset_seconds,rr_interval_ms,pr_interval_ms,p_wave_amplitude_mv,t_wave_amplitude_mv,morphology_score,heart_rate_bpm,is_artifact
2026-04-24T10:01:38.649,98.649,760.27,160.3006,0.1395,0.3065,0.9488,78.92,0
2026-04-24T10:01:39.409,99.409,784.5663,177.4742,0.1666,0.3015,0.9545,76.48,0
2026-04-24T10:01:40.194,100.194,822.9693,160.5521,0.1293,0.3675,0.9174,72.91,0
2026-04-24T10:01:41.017,101.017,710.9631,163.8495,0.1976,0.4173,0.9722,84.39,0
2026-04-24T10:01:41.727,101.728,744.1308,167.1642,0.1554,0.2635,0.9137,80.63,0
2026-04-24T10:01:42.472,102.472,862.2474,133.6528,0.2008,0.374,0.9611,69.59,0
2026-04-24T10:01:47.171,107.172,878.2359,174.9951,0.1207,0.3103,0.8975,68.32,0
2026-04-24T10:01:48.049,108.05,817.2302,158.6825,0.1294,0.3087,0.9665,73.42,0
2026-04-24T10:01:48.866,108.867,839.1279,148.5671,0.1324,0.3235,0.9658,71.5,0
2026-04-24T10:01:50.502,110.502,752.1807,95.0,0.3838,0.6372,0.6301,79.77,1
2026-04-24T10:01:51.254,111.254,810.1817,168.9204,0.1619,0.3228,0.9041,74.06,0
2026-04-24T10:01:52.064,112.065,868.1925,137.976,0.0995,0.3082,0.9066,69.11,0
2026-04-24T10:01:52.932,112.933,820.1977,171.6929,0.1174,0.2531,0.9115,73.15,0
2026-04-24T10:01:53.753,113.753,783.2772,181.0132,0.1022,0.3608,0.8749,76.6,0
2026-04-24T10:01:54.536,114.536,811.1984,180.4369,0.1048,0.3562,0.9719,73.96,0
2026-04-24T10:01:55.347,115.347,797.0794,154.7893,0.1826,0.2807,0.9683,75.27,0
2026-04-24T10:01:56.144,116.145,741.8263,160.4501,0.0933,0.3867,0.943,80.88,0
2026-04-24T10:01:56.886,116.886,781.9115,146.4683,0.1805,0.3317,0.9212,76.74,0
2026-04-24T10:01:57.668,117.668,829.363,153.842,0.1263,0.2942,0.9183,72.34,0
2026-04-24T10:01:59.273,119.274,860.2927,154.0463,0.1268,0.3563,0.9526,69.74,0
2026-04-24T10:02:00.882,120.883,918.7303,176.1897,0.1487,0.2973,0.969,65.31,0
2026-04-24T10:02:01.801,121.801,650.0,171.2465,0.1254,0.3005,0.949,92.31,0
2026-04-24T10:02:02.451,122.451,812.0822,150.5187,0.1643,0.2093,0.8989,73.88,0
2026-04-24T10:02:03.263,123.263,818.3105,150.8485,0.1479,0.2038,0.9308,73.32,0
2026-04-24T10:02:04.081,124.082,865.0022,144.2907,0.1186,0.3258,0.906,69.36,0
2026-04-24T10:02:04.946,124.947,749.221,184.0634,0.1366,0.2307,0.9701,80.08,0
2026-04-24T10:02:05.696,125.696,795.6453,142.2222,0.1294,0.2876,0.9393,75.41,0
2026-04-24T10:02:06.491,126.492,822.501,168.2565,0.1677,0.3029,0.9465,72.95,0
2026-04-24T10:02:07.314,127.314,746.3933,152.2448,0.2207,0.3423,0.923,80.39,0
2026-04-24T10:02:08.060,128.061,726.4442,189.7339,0.1755,0.3076,0.8703,82.59,0
2026-04-24T10:02:09.626,129.626,762.3554,177.1031,0.2072,0.2906,0.9553,78.7,0
2026-04-24T10:02:11.102,131.102,750.7421,160.4249,0.1862,0.3757,0.9371,79.92,0
2026-04-24T10:02:11.852,131.853,1242.0555,194.657,0.0638,0.5399,0.6355,48.31,1
2026-04-24T10:02:13.944,133.944,803.6638,136.8947,0.1658,0.2537,0.9212,74.66,0
2026-04-24T10:02:14.748,134.748,884.1793,146.6529,0.1039,0.266,0.9739,67.86,0
2026-04-24T10:02:15.632,135.632,733.6804,186.6577,0.1409,0.2585,0.9027,81.78,0
2026-04-24T10:02:16.365,136.366,842.1063,142.1448,0.2044,0.31,0.9211,71.25,0
2026-04-24T10:02:17.208,137.208,822.5159,149.1701,0.08,0.3639,0.9509,72.95,0
2026-04-24T10:02:18.822,138.822,247.6758,285.5167,0.2875,0.5947,0.7318,242.25,1
2026-04-24T10:02:19.069,139.07,671.3134,145.4215,0.0175,0.066,0.2475,89.38,1
2026-04-24T10:02:19.741,139.741,683.3192,174.6938,0.1577,0.328,0.9178,87.81,0
2026-04-24T10:02:20.424,140.425,811.4385,163.6397,0.1075,0.3276,0.9765,73.94,0
2026-04-24T10:02:21.235,141.236,889.8781,158.6956,0.1642,0.1835,0.9302,67.42,0
2026-04-24T10:02:22.125,142.126,915.4922,165.5849,0.2067,0.3198,0.9069,65.54,0
2026-04-24T10:02:23.041,143.041,705.4027,156.4057,0.1296,0.2926,0.9942,85.06,0
2026-04-24T10:02:23.746,143.747,826.8148,189.113,0.2013,0.3313,0.8943,72.57,0
2026-04-24T10:02:24.573,144.574,818.1849,141.1179,0.1657,0.3329,0.8914,73.33,0
2026-04-24T10:02:25.391,145.392,812.4394,174.9153,0.1386,0.2129,0.9344,73.85,0
2026-04-24T10:02:26.204,146.204,725.8543,142.9087,0.0098,0.1466,0.2566,82.66,1
2026-04-24T10:02:26.930,146.93,874.2459,172.2917,0.1366,0.2395,0.8957,68.63,0
2026-04-24T10:02:27.804,147.804,737.7897,157.0525,0.1573,0.2535,0.9062,81.32,0
2026-04-24T10:02:28.542,148.542,748.2461,163.2431,0.1513,0.3088,0.9251,80.19,0
2026-04-24T10:02:29.290,149.29,840.9943,196.9241,0.0839,0.04,0.7973,71.34,1
2026-04-24T10:02:30.937,150.938,876.5889,169.6109,0.0982,0.323,0.9192,68.45,0
2026-04-24T10:02:31.814,151.814,826.1975,160.1986,0.1305,0.2931,0.9459,72.62,0
2026-04-24T10:02:33.504,153.504,763.9221,154.8677,0.1505,0.2667,0.9358,78.54,0
2026-04-24T10:02:34.268,154.268,712.3951,170.3514,0.1068,0.278,0.9266,84.22,0
2026-04-24T10:02:35.751,155.751,803.379,169.9207,0.1515,0.3097,0.915,74.68,0
2026-04-24T10:02:37.274,157.275,835.0362,160.6177,0.1673,0.3584,0.9456,71.85,0
2026-04-24T10:02:38.109,158.11,800.6993,151.2112,0.2241,0.3556,0.9335,74.93,0
2026-04-24T10:02:39.598,159.598,763.7829,166.3048,0.1475,0.4111,0.9299,78.56,0
2026-04-24T10:02:40.361,160.362,596.3408,163.2799,0.1586,0.02,0.85,100.61,1
2026-04-24T10:02:41.830,161.831,738.7197,185.4488,0.1664,0.3373,0.9037,81.22,0
2026-04-24T10:02:43.364,163.365,785.7558,147.0038,0.1551,0.3463,0.8837,76.36,0
2026-04-24T10:02:44.150,164.151,791.8667,174.9483,0.1459,0.3691,0.9333,75.77,0
2026-04-24T10:02:44.942,164.943,799.3292,157.3378,0.2074,0.2879,0.9752,75.06,0
2026-04-24T10:02:45.741,165.742,892.9747,143.1261,0.13,0.3406,0.9127,67.19,0
2026-04-24T10:02:46.634,166.635,856.6117,205.893,0.1292,0.3453,0.9339,70.04,0
2026-04-24T10:02:47.491,167.491,792.2735,169.6684,0.1816,0.2976,0.9245,75.73,0
2026-04-24T10:02:48.283,168.284,739.1641,170.7602,0.1335,0.3398,0.9199,81.17,0
2026-04-24T10:02:49.022,169.023,829.3111,175.3615,0.1594,0.2916,0.9174,72.35,0
2026-04-24T10:02:49.852,169.852,794.8256,167.0173,0.1282,0.2462,0.925,75.49,0
2026-04-24T10:02:50.647,170.647,731.592,147.9058,0.2034,0.2888,0.8879,82.01,0
2026-04-24T10:02:51.378,171.379,787.747,163.7337,0.1829,0.2575,0.9554,76.17,0
2026-04-24T10:02:52.166,172.166,1042.3435,138.2994,0.0096,0.0,0.339,57.56,1
2026-04-24T10:02:53.208,173.209,801.8614,181.3244,0.177,0.2315,0.9271,74.83,0
2026-04-24T10:02:54.863,174.864,854.4609,160.1692,0.1953,0.3164,0.9698,70.22,0
2026-04-24T10:02:55.718,175.718,803.3993,154.3973,0.176,0.3012,0.953,74.68,0
2026-04-24T10:02:56.521,176.522,800.3008,142.4558,0.1773,0.3864,0.9055,74.97,0
2026-04-24T10:02:57.322,177.322,832.1663,164.5576,0.1002,0.2887,0.9472,72.1,0
2026-04-24T10:02:58.154,178.154,818.1727,158.6994,0.1264,0.2159,0.9404,73.33,0
2026-04-24T10:02:58.972,178.972,791.7531,148.6717,0.1383,0.213,0.9683,75.78,0
2026-04-24T10:02:59.764,179.764,918.2989,228.2892,0.0427,0.0604,0.5308,65.34,1
2026-04-24T10:03:00.682,180.683,314.8698,201.3793,0.2635,0.8623,0.722,190.55,1
2026-04-24T10:03:01.705,181.706,781.0919,151.6814,0.1485,0.2704,0.9349,76.82,0
2026-04-24T10:03:02.486,182.487,788.1777,181.927,0.1736,0.3541,0.988,76.12,0
2026-04-24T10:03:04.110,184.11,397.5463,160.466,0.1321,0.05,0.5859,150.93,1
2026-04-24T10:03:04.507,184.508,788.8071,160.2202,0.1788,0.4521,0.9364,76.06,0
2026-04-24T10:03:05.296,185.297,719.2475,169.1611,0.0946,0.1633,0.899,83.42,0
2026-04-24T10:03:06.015,186.016,742.4957,159.0862,0.2194,0.2278,0.9201,80.81,0
2026-04-24T10:03:06.758,186.758,834.3881,164.635,0.1958,0.3123,0.941,71.91,0
2026-04-24T10:03:07.592,187.593,880.8105,149.2078,0.1871,0.3312,0.8882,68.12,0
2026-04-24T10:03:08.473,188.474,801.803,188.8674,0.1736,0.232,0.8893,74.83,0
2026-04-24T10:03:09.275,189.275,674.915,179.3026,0.1628,0.3045,0.9437,88.9,0
2026-04-24T10:03:09.950,189.95,787.3559,164.0573,0.1839,0.3418,0.9362,76.2,0
2026-04-24T10:03:10.737,190.738,814.8209,159.4413,0.1613,0.1915,0.869,73.64,0
2026-04-24T10:03:11.552,191.552,707.0082,171.8122,0.1355,0.2974,0.936,84.86,0
2026-04-24T10:03:13.781,193.782,788.7284,166.0046,0.1725,0.1943,0.9514,76.07,0
2026-04-24T10:03:16.050,196.05,666.3583,159.3635,0.1052,0.2924,0.934,90.04,0
2026-04-24T10:03:19.931,199.931,800.1497,147.1671,0.1465,0.2891,0.9684,74.99,0
2026-04-24T10:03:20.731,200.732,747.3551,152.3191,0.2234,0.3136,0.9082,80.28,0
2026-04-24T10:03:21.478,201.479,856.505,151.5933,0.1738,0.3751,0.9634,70.05,0
2026-04-24T10:03:23.265,203.265,870.0593,132.3382,0.1187,0.3635,0.9545,68.96,0
2026-04-24T10:03:25.674,205.674,769.3012,169.2435,0.2016,0.3639,0.944,77.99,0
2026-04-24T10:03:26.443,206.444,621.7625,131.6934,0.2598,0.4253,0.7741,96.5,1
2026-04-24T10:03:27.065,207.065,794.2251,160.062,0.1526,0.2841,0.9482,75.55,0
2026-04-24T10:03:27.859,207.86,831.2795,181.3799,0.1294,0.3532,0.9078,72.18,0
2026-04-24T10:03:28.690,208.691,854.7432,193.6129,0.0962,0.02,0.5494,70.2,1
2026-04-24T10:03:30.319,210.32,715.6326,167.3199,0.1638,0.2671,0.9747,83.84,0
2026-04-24T10:03:31.859,211.86,759.1712,163.2326,0.1985,0.2868,0.9627,79.03,0
2026-04-24T10:03:32.619,212.619,842.3292,170.9724,0.2215,0.3195,0.9505,71.23,0
2026-04-24T10:03:34.220,214.22,832.1969,163.7778,0.159,0.3227,0.9027,72.1,0
2026-04-24T10:03:35.052,215.052,922.2565,163.651,0.1366,0.3199,0.9694,65.06,0
2026-04-24T10:03:35.974,215.975,781.0157,150.3271,0.1305,0.2788,0.8937,76.82,0
2026-04-24T10:03:36.755,216.756,788.6718,164.917,0.0627,0.1174,0.8287,76.08,1
2026-04-24T10:03:37.544,217.544,846.7774,173.9161,0.0971,0.287,0.9585,70.86,0
2026-04-24T10:03:38.391,218.391,809.6211,202.2167,0.1803,0.3025,0.9528,74.11,0
2026-04-24T10:03:41.659,221.659,793.4457,140.6964,0.1676,0.3121,0.9186,75.62,0
2026-04-24T10:03:42.452,222.453,798.8657,164.1602,0.1644,0.2775,0.9211,75.11,0
2026-04-24T10:03:44.294,224.294,802.0128,165.9271,0.1607,0.3289,0.8518,74.81,0
2026-04-24T10:03:45.096,225.096,880.5468,137.167,0.1849,0.3208,0.9921,68.14,0
2026-04-24T10:03:45.976,225.977,656.6473,137.5294,0.1559,0.2981,0.939,91.37,0
2026-04-24T10:03:46.633,226.633,695.7799,152.1664,0.1521,0.4041,0.9363,86.23,0
2026-04-24T10:03:47.329,227.329,848.4139,139.0456,0.1501,0.354,0.8988,70.72,0
2026-04-24T10:03:48.177,228.178,712.1639,132.8778,0.1309,0.2633,0.9146,84.25,0
2026-04-24T10:03:48.889,228.89,770.952,167.6606,0.1205,0.2411,0.9534,77.83,0
2026-04-24T10:03:49.660,229.661,824.858,142.0845,0.092,0.2768,0.9438,72.74,0
2026-04-24T10:03:51.392,231.392,768.82,179.0144,0.1188,0.4196,0.9362,78.04,0
2026-04-24T10:03:52.924,232.924,718.2268,173.0464,0.1484,0.2317,0.9614,83.54,0
2026-04-24T10:03:53.642,233.643,797.8711,161.9411,0.1335,0.2759,0.9427,75.2,0
2026-04-24T10:03:54.440,234.44,812.4518,170.5895,0.1747,0.3553,0.8835,73.85,0
2026-04-24T10:03:55.252,235.253,803.3273,160.9405,0.1405,0.2995,0.9537,74.69,0
2026-04-24T10:03:56.056,236.056,810.9344,129.4341,0.1057,0.2575,0.944,73.99,0
2026-04-24T10:03:56.867,236.867,733.0809,169.8523,0.1576,0.2154,0.8972,81.85,0
2026-04-24T10:03:57.600,237.6,1181.0989,180.1033,0.0264,0.0336,0.4265,50.8,1
2026-04-24T10:04:01.188,241.188,722.3861,166.1684,0.0697,0.3707,0.7795,83.06,1
2026-04-24T10:04:01.910,241.911,868.3954,175.2547,0.1605,0.3149,0.9329,69.09,0
2026-04-24T10:04:02.779,242.779,797.4401,145.1334,0.2083,0.3022,0.8979,75.24,0
2026-04-24T10:04:03.576,243.576,688.9897,195.8059,0.2778,0.501,0.4493,87.08,1
2026-04-24T10:04:05.015,245.016,859.5207,141.2689,0.1792,0.2972,0.9421,69.81,0
2026-04-24T10:04:05.875,245.875,795.6062,156.4727,0.159,0.2183,0.9503,75.41,0
2026-04-24T10:04:07.577,247.578,800.4253,166.3243,0.1588,0.2748,0.977,74.96,0
2026-04-24T10:04:08.378,248.378,826.6065,160.983,0.1286,0.2603,0.9165,72.59,0
2026-04-24T10:04:09.204,249.205,828.3094,164.0943,0.0933,0.2607,0.9661,72.44,0
2026-04-24T10:04:10.033,250.033,750.0144,153.5865,0.1813,0.2604,0.9446,80.0,0
2026-04-24T10:04:11.588,251.589,839.5403,167.4418,0.1257,0.3317,0.9083,71.47,0
2026-04-24T10:04:12.428,252.428,721.6471,160.9741,0.1988,0.4026,0.8753,83.14,0
2026-04-24T10:04:13.149,253.15,808.103,155.7526,0.117,0.2255,0.9339,74.25,0
2026-04-24T10:04:13.957,253.958,1053.2293,215.2728,0.0318,0.0382,0.5964,56.97,1
2026-04-24T10:04:15.011,255.011,799.3531,151.2417,0.1213,0.2827,0.8851,75.06,0
2026-04-24T10:04:15.810,255.81,805.8343,140.3455,0.1418,0.3697,0.8964,74.46,0
2026-04-24T10:04:16.616,256.616,773.0842,170.9936,0.1217,0.2584,0.9252,77.61,0
2026-04-24T10:04:18.181,258.182,783.5737,171.5781,0.1431,0.3012,0.9284,76.57,0
2026-04-24T10:04:19.808,259.809,784.6458,127.2034,0.1332,0.3078,0.9215,76.47,0
2026-04-24T10:04:20.593,260.593,1420.458,212.6602,0.2428,0.3033,0.7397,42.24,1
2026-04-24T10:04:22.013,262.014,822.405,154.6812,0.1766,0.2147,0.9418,72.96,0
2026-04-24T10:04:23.652,263.652,842.751,172.5935,0.1391,0.2787,0.94,71.2,0
2026-04-24T10:04:24.495,264.495,767.2858,146.4624,0.1292,0.2979,0.9177,78.2,0
2026-04-24T10:04:26.047,266.048,784.2413,177.0291,0.1288,0.28,0.9721,76.51,0
2026-04-24T10:04:26.831,266.832,806.5743,182.0491,0.1409,0.3537,0.9747,74.39,0
2026-04-24T10:04:27.638,267.639,803.6017,200.5598,0.1249,0.335,0.9179,74.66,0
2026-04-24T10:04:28.442,268.442,731.5833,174.0628,0.1739,0.2538,0.8808,82.01,0
2026-04-24T10:04:29.173,269.174,758.8875,134.3616,0.1187,0.3991,0.938,79.06,0
2026-04-24T10:04:29.932,269.933,876.7878,155.6519,0.1135,0.3095,0.9252,68.43,0
2026-04-24T10:04:30.809,270.809,856.684,183.6388,0.1761,0.2312,0.9444,70.04,0
2026-04-24T10:04:31.666,271.666,854.9596,173.9028,0.1499,0.4081,0.9453,70.18,0
2026-04-24T10:04:32.521,272.521,754.4278,151.1203,0.08,0.3703,0.953,79.53,0
2026-04-24T10:04:33.275,273.275,886.3675,163.8499,0.1693,0.2833,0.9581,67.69,0
2026-04-24T10:04:34.161,274.162,661.0944,204.4304,0.374,0.5598,0.4695,90.76,1
2026-04-24T10:04:34.822,274.823,743.611,159.1647,0.1659,0.294,0.9462,80.69,0
2026-04-24T10:04:35.566,275.567,791.0387,157.1712,0.1386,0.15,0.9432,75.85,0
2026-04-24T10:04:36.357,276.358,797.2533,165.9847,0.1576,0.2124,0.953,75.26,0
2026-04-24T10:04:37.973,277.973,367.6581,137.2777,0.4311,0.8539,0.7002,163.2,1
2026-04-24T10:04:38.340,278.341,803.3957,152.4075,0.1444,0.3378,0.8896,74.68,0
2026-04-24T10:04:39.873,279.873,808.6294,171.5479,0.1219,0.295,0.9082,74.2,0
2026-04-24T10:04:40.682,280.682,804.576,176.5741,0.1523,0.2969,0.9264,74.57,0
2026-04-24T10:04:41.486,281.487,721.6035,170.5622,0.1077,0.303,0.915,83.15,0
2026-04-24T10:04:42.208,282.208,814.411,127.0722,0.1614,0.2127,0.9143,73.67,0
2026-04-24T10:04:43.022,283.023,867.9594,176.9349,0.1773,0.3509,0.9549,69.13,0
2026-04-24T10:04:43.890,283.891,711.2519,168.8305,0.1595,0.217,0.9039,84.36,0
2026-04-24T10:04:44.601,284.602,707.3919,154.3511,0.1586,0.2581,0.9302,84.82,0
2026-04-24T10:04:45.309,285.309,761.2674,150.2641,0.13,0.2736,0.9826,78.82,0
